Title,Score,ProgressChapter,ProgressVolumes,Type
Minna! Esper Dayo!,0,73,8,MANGA
Love Kare: Gokujou Men Dokuhon! Gold,0,6,1,MANGA
Bannou Kanteishi Q no Jikenbo,0,48,10,MANGA
Shiba-kun to Shepherd-san,0,11,2,MANGA
Slow Days,0,9,1,MANGA
.hack//GnU,0,6,1,MANGA
Arslan Senki,0,0,13,MANGA
Discommunication: Seirei-hen,0,17,3,MANGA
Chocolate,0,12,3,MANGA
Age Called Blue,0,8,1,MANGA
Otokonoko no Koto wa Nani mo Shiranai,0,6,1,MANGA
Kaijuu no Buki Shokunin,0,4,1,MANGA
Hana Matsuri,0,5,1,MANGA
Hello, Hello and Hello,0,9,1,NOVEL
Redrum 327,0,18,3,MANGA
Shakugan no Shana X Eternal Song - Harukanaru Uta,0,0,5,MANGA
Sakurada Reset,0,37,7,NOVEL
Tottemo Yasashii Amae-chan!,0,46,4,MANGA
Pocket Monsters SPECIAL: Diamond and Pearl,0,79,0,MANGA
Valkyrie Drive: Mermaid,0,11,2,MANGA
Kodama no Tani: Ouritsu Daigaku Sourangeki,0,7,1,MANGA
Kaijuu no Shiiku Iin,0,13,2,MANGA
Motomete Yamanai,0,6,1,MANGA
Mitsubachi Hakushaku to Hana no Dress,0,1,0,ONE_SHOT
Love Skit,0,5,1,MANGA
Yes It's Me,0,8,1,MANGA
Pinky Promise,0,3,1,MANGA
Guuzen ka Unmei ka,0,5,1,MANGA
Renai Demo Classic,0,5,1,MANGA
Hobgoblin - Majo to Futari,0,12,1,MANGA
Shinigami-sama ni Saigo no Onegai wo,0,1,0,ONE_SHOT
Limited Lovers,0,15,3,MANGA
Soshite Koi ga Hajimaru,0,4,1,MANGA
Kiss Blue,0,11,2,MANGA
Hanayome-kun,0,8,1,MANGA
Kimi ga Inakerya Iki mo Dekinai,0,12,1,MANGA
Hiyorigeta,0,1,0,MANGA
15: Meisetsu Kougyou Koukou Rugby Bu,0,2,0,MANGA
Toutetsu,0,1,0,ONE_SHOT
Bye-Bye, Little.,0,4,1,MANGA
Ookami Nante Kowakunai,0,6,1,MANGA
Toaru Kagaku no Railgun SS: Dasoku, Mata wa Toaru Jiken no Shuusoku,0,17,1,NOVEL
Maou Sounanchuu!!!: Yukai na Nakama-tachi wo Soete,0,16,2,MANGA
Sasori,0,95,11,MANGA
Legend of Nereid,0,90,15,MANGA
Amudo Moleunda,0,28,7,MANGA
A.,0,13,2,MANGA
Koi ga Saku Koro Sakura Doki: Charming Scarlet,0,13,2,MANGA
Strike Witches: Katayoku no Majo-tachi,0,14,2,MANGA
Aisaresugi Confusion,0,5,1,MANGA
Captain Tsubasa International - Overseas Games En La Liga,0,58,6,MANGA
Shousetsuka no Shitsukekata,0,6,1,MANGA
Sougou Jikan Jigyou Kaisha Daihyou Torijimariyaku Kaichou Senzoku Hisho Tanaka Seiji,0,20,3,MANGA
Senyuu.: Main Quest Daisshou,0,38,3,MANGA
Koori no Kuni no Amaryllis,0,12,1,NOVEL
Made in Heaven,0,24,2,MANGA
Harukanaru Toki no Naka de,0,97,17,MANGA
Kimi wa Nanimo Shiranai,0,13,2,MANGA
Aoi Shiro Kaeishou,0,13,3,MANGA
Karin Zouketsuki,0,47,9,NOVEL
Hatsukoi Lollipop,0,6,1,MANGA
A Spirit of the Sun,0,124,17,MANGA
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Dai 3-bu - Ryoushu no Youjo,0,117,5,NOVEL
Silver,0,61,9,MANGA
Mahou Shoujo Ikusei Keikaku: Restart,0,0,3,MANGA
Samurai Ragazzi,0,39,10,MANGA
Love Plus: Manaka Days,0,12,2,MANGA
Nisekoi Bangai-hen: Ticket,0,1,0,ONE_SHOT
Ringo Nikki,0,8,2,MANGA
Negiho (Ito) Bun,0,15,1,MANGA
Sweet Bitter Candy,0,7,1,MANGA
Piece of Cake,0,31,5,MANGA
Tatsu no Otoshigo,0,5,1,MANGA
Himitsu Kichi,0,4,1,MANGA
Lock Out,0,1,0,ONE_SHOT
Kuro Tenkousei,0,1,0,ONE_SHOT
Bokura no Polaris,0,5,1,MANGA
Yuki no Touge, Tsurugi no Mai,0,9,1,MANGA
Present wa Shinju,0,19,4,MANGA
Hanamuko-san,0,8,1,MANGA
Pump Up,0,3,1,MANGA
Vandread,0,14,2,MANGA
8-banme no Tsumi,0,3,1,MANGA
Shoujo no Tsukurikata,0,1,0,ONE_SHOT
Yume Touka End Roll,0,6,1,MANGA
Mi to Shounen,0,1,0,ONE_SHOT
Usotsuki Lily,0,1,0,ONE_SHOT
Senpai no Houkago Osawari Kyoushitsu,0,1,0,ONE_SHOT
Yumeoi,0,1,0,ONE_SHOT
Dangan Honey,0,12,2,MANGA
Da Capo,0,12,2,MANGA
Yukemuri Journey,0,12,2,MANGA
Husky and Medley,0,7,1,MANGA
Kai, Sasu,0,10,1,NOVEL
Akaneiro no Kisu wa Okujou de,0,7,1,MANGA
Himekei♥Doll,0,0,4,MANGA
Houkago Play R,0,12,1,MANGA
Akiba Romance!,0,0,4,MANGA
Manyeoui Baljaguk,0,80,0,MANGA
Sokuhi Shigan!,0,14,2,MANGA
IS: Infinite Stratos - Koushiki Anthology Comic,0,11,1,MANGA
Muteki Kareshi,0,4,1,MANGA
Eonniui Chwihyang,0,23,0,MANGA
Suki Kirai Suki,0,12,3,MANGA
Apollo,0,1,0,ONE_SHOT
Pure Trance,0,9,1,MANGA
Hito wa Sore wo Koi to Yobu,0,6,1,MANGA
Ippo,0,29,5,MANGA
Takunomi.,0,75,7,MANGA
Jaesbich Dosisupeul Dallida,0,16,2,MANGA
Mo Jiao Shaonu,0,10,1,MANGA
Gokuto Jihen,0,21,3,MANGA
Amaterasu-san wa Hikikomoritai!,0,27,3,MANGA
Cardfight!! Vanguard,0,75,12,MANGA
Idol A,0,6,1,MANGA
Yoakemono,0,17,2,MANGA
Dethrone,0,16,3,MANGA
Haruno to Natsukawa.,0,0,1,MANGA
Pantser Princess,0,35,3,MANGA
BNA Zero: Massara ni Narenai Kemono-tachi,0,6,1,NOVEL
Shishi mo Kobamazu,0,7,1,MANGA
Cocoa!,0,4,1,MANGA
Between Summer and Fall,0,20,1,MANGA
Hatsukoi Rhapsody,0,1,0,ONE_SHOT
Full Dozer,0,19,3,MANGA
Brilliant Magic,0,18,3,MANGA
Meguro to Akino wa Kizukanai,0,6,1,MANGA
Usotsuki na Kimi no Toriko,0,10,2,MANGA
Gravitation dj - Gravitation Remix,0,12,1,MANGA
Monte Carlo no Ame,0,1,0,ONE_SHOT
Ai wa Chittomo Raku ja Nai,0,6,1,MANGA
Sweet Chapel,0,1,0,ONE_SHOT
Fukugaeru,0,1,0,ONE_SHOT
Rico,0,1,0,ONE_SHOT
Aka no Sekai,0,4,1,MANGA
Dou Danjo!?,0,5,1,MANGA
Alexandros,0,1,1,MANGA
Crazy Love Game,0,3,1,MANGA
Chain of Pearls,0,9,2,MANGA
Konya mo Hitori de Nemurenai,0,8,1,MANGA
Kii→Dai Dakara nandayo!?,0,0,2,MANGA
Lo-Fi After School,0,8,1,MANGA
Red House,0,1,0,ONE_SHOT
For Someone,0,1,0,ONE_SHOT
Sengoku Armors,0,17,2,MANGA
Jacaranda,0,14,1,MANGA
Dead Word Puzzle,0,4,1,MANGA
Lawless Kid,0,1,0,ONE_SHOT
Ai wo Choudai!,0,16,4,MANGA
Umeya-kun no Haru,0,7,1,MANGA
Kataomoi x Kataomoi,0,5,1,MANGA
Mahoutsukai ni Taisetsu na Koto: Natsu no Sora,0,10,2,MANGA
Persona x Tantei Naoto,0,8,1,NOVEL
Saigo no Seifuku,0,0,3,MANGA
Ware wa Kenou!!,0,15,3,MANGA
Mizu to Gin,0,4,1,MANGA
7-nin no Shakespeare,0,66,6,MANGA
Futsumashi na Yome desu ga.,0,17,3,MANGA
Satoshi Mizukami Tanpenshuu "Hourou Sekai",0,5,1,MANGA
Wagaya no Oinari-sama,0,0,0,MANGA
Di Gi Charat: Koushiki Comic Anthology,0,72,4,MANGA
Psycho-Pass Zero: Namae no Nai Kaibutsu,0,0,1,NOVEL
Metamo☆Kiss,0,19,3,MANGA
Wizardry Zeo,0,0,4,MANGA
Wakeari Madoushi wa Shizuka ni Kurashitai,0,12,2,MANGA
Sword Gai,0,33,6,MANGA
Sommelière,0,135,21,MANGA
Tsubakikan no Utsukushisugiru Garçon,0,10,2,MANGA
Nejikemono,0,14,3,MANGA
Itjanayo Yongnim!,0,7,0,MANGA
Totsuzen Nantonaku Tonari no Seki no Douryou to Sex Shitaku Narimashita,0,5,1,MANGA
Harlem Beat,0,247,29,MANGA
Fuuko no Iru Mise,0,0,4,MANGA
Escha & Logy no Atelier: Tasogare no Sora no Renkinjutsushi,0,12,2,MANGA
Isobe Isobee Monogatari: Ukiyo wa Tsurai yo,0,303,16,MANGA
Gakkou Gurashi! Anthology Comic: Kai,0,14,1,MANGA
Mikazuki Kottouhinten no Kaban Neko,0,6,1,MANGA
Haru ga Kita,0,6,1,MANGA
Youkai no Oisha-san,0,103,15,MANGA
Freudstein no Futago,0,8,1,MANGA
Boku no Imouto wa Kanji ga Yomeru,0,33,5,NOVEL
Chibi-san Date,0,23,4,MANGA
Strike Witches: Kimi to Tsunagaru Sora,0,8,1,MANGA
Kekkon Shite Kudasai!,0,6,1,MANGA
Yorukumo,0,37,5,MANGA
Shana oh Yoshitsune,0,85,22,MANGA
Zombieya Reiko,0,58,11,MANGA
30-sai no Hoken Taiiku,0,11,2,MANGA
Hokuto no Ken: Juuza Gaiden,0,16,2,MANGA
Juuza Engi: Engetsu Sangokuden,0,18,4,MANGA
Kodomo no Kami-sama,0,1,0,ONE_SHOT
Honki ja Neekara,0,6,1,MANGA
Seinen Hakkaten,0,6,1,MANGA
Hokenshitsu no Target,0,6,1,MANGA
Utsukushii Monotachi,0,1,0,ONE_SHOT
Koisuru Sugar Cotton,0,1,0,ONE_SHOT
Baby Pop,0,11,2,MANGA
Koisuru Heart de Taihoshite,0,4,1,MANGA
Boku wa Pet,0,1,0,ONE_SHOT
Hanamachi Monogatari: Hatsuzakura Mau, Yoru no Shitone,0,5,1,MANGA
Atsuize Tenma,0,6,1,MANGA
Anata ga Watashi to Kurashitara,0,6,1,MANGA
Itoshi wo Tome - Kimi ga Kokoro wa,0,8,1,MANGA
Liar Kiss,0,1,0,ONE_SHOT
Let's Bible,0,6,1,MANGA
5000,0,1,0,ONE_SHOT
Samurai 7,0,7,2,MANGA
Ritz,0,8,1,MANGA
HERO_IN,0,21,0,MANGA
Omae wo Onii-chan ni Shite Yarou ka!?,0,45,3,NOVEL
Orion,0,6,1,MANGA
Jigoku,0,12,1,MANGA
Koharu Biyori,0,61,7,MANGA
Itsuka no Haru,0,5,1,MANGA
Priceless Honey,0,7,1,MANGA
Kuuden Noise no Himegimi,0,21,3,MANGA
Trans Trans,0,0,1,MANGA
Switch Witch,0,55,6,MANGA
Battle Rabbits,0,22,4,MANGA
Hanayome to Futsuma no Kishi,0,18,4,MANGA
Heroine Voice,0,10,2,MANGA
Imouto! Android,0,51,6,MANGA
Mongrel,0,37,4,MANGA
Ijiwaru Shinai de Dakishimete,0,6,1,MANGA
Hiiro no Marionetta,0,5,1,MANGA
Death March kara Hajimaru Isekai Kyousoukyoku Extra: Arisa Oujo no Isekai Funtouki,0,6,1,MANGA
Lian Ying Tianshi,0,80,15,MANGA
Maousama no Yuusha Toubatsuki,0,0,1,MANGA
Kami-sama da Mono♥,0,19,3,MANGA
Kenban no Ue no Caress,0,13,2,MANGA
Motto Musunde, Hiraite Hayaku,0,9,1,MANGA
Bokura no Complex,0,1,0,ONE_SHOT
Hidoku Shinaide: Takanashi Akira-hen,0,6,1,MANGA
Tokyo Zombie,0,9,1,MANGA
Kyou Kara Mongen 7:00 Desu,0,10,2,MANGA
Scratch Blue,0,6,1,MANGA
Hakugin Gymnasium,0,6,2,MANGA
Gohan Shiyo!,0,11,2,MANGA
Simyakjaui Churibeul Geumhamnida,0,12,1,MANGA
Hadaka no Oujisama,0,1,0,ONE_SHOT
Yume ni Tobu Tori,0,5,1,MANGA
Lost Man,0,1,0,ONE_SHOT
Hokenshitsu no Shinigami,0,1,0,ONE_SHOT
Kanjuku Summer End,0,1,0,ONE_SHOT
Hakui no Shihaisha,0,8,1,MANGA
Hone no Oto,0,6,1,MANGA
Koi no Kawaki,0,6,1,MANGA
Class Room,0,1,0,ONE_SHOT
Garouden,0,14,1,MANGA
Jigoku,0,1,0,ONE_SHOT
Ookami Shoujo Laura,0,1,0,ONE_SHOT
Love Share,0,4,1,MANGA
X-Gene,0,33,3,MANGA
Seishun Girigiri Outline,0,6,1,MANGA
Kusatta Kyoushi no Houteishiki,0,47,10,MANGA
Mazemonogatari,0,87,1,NOVEL
Kirara☆Princess,0,23,5,MANGA
Ashita wa Ieru Kana,0,7,1,MANGA
Seigi Keikan Monju,0,81,12,MANGA
Trans Venus,0,10,2,MANGA
Boku no Bandai-san,0,33,4,MANGA
Waltz wa Shiroi Dress de,0,19,4,MANGA
Shinainaru A-jou e no Mystery,0,10,3,MANGA
Vampire Killer,0,1,0,ONE_SHOT
Demon Possession,0,0,2,MANGA
Ano Ko ni Yasashii Sekai ga Ii,0,5,1,MANGA
Muchakucha Daisuki.,0,14,4,MANGA
Yumin ni Gomeshi wo Tabe Sasetai,0,8,1,MANGA
Nan Shen Shi Yi Dui,0,200,0,MANGA
RaButa,0,1,0,MANGA
Atori Shou,0,42,7,MANGA
Speed Racer,0,10,3,MANGA
Shin Tenchi Muyo! Ryo-Ohki,0,63,10,MANGA
Chronicles of the Grim Peddler,0,31,6,MANGA
Pokemon Advanced Generation: Pokemon Ranger to Umi no Ouji Manaphy,0,4,1,MANGA
Super Mario Adventures,0,13,1,MANGA
Diabolik Lovers More,Blood: Mukami-hen,0,9,2,MANGA
"Hihou" Mahou Shoujo no Sonogo no Nichijou.,0,30,3,MANGA
Star Wars: Arata naru Kibou,0,0,4,MANGA
2 Nyeon 4 Wol,0,62,0,MANGA
Yokubou Shounen,0,5,1,MANGA
Innocent World,0,4,1,MANGA
Friend Line,0,6,1,MANGA
Heart no Ousama,0,5,1,MANGA
Hana ni Omoeba,0,1,0,ONE_SHOT
Calling Series,0,17,3,MANGA
Akatoki Hoshi Residence,0,7,1,MANGA
Yuri Pop,0,10,1,MANGA
Anata no Uta ni Koishite Mita,0,1,0,ONE_SHOT
Mahou No Yama,0,2,1,MANGA
Koeru,0,1,0,ONE_SHOT
Emeth Meth,0,18,3,MANGA
LIttLE 13,0,13,1,MANGA
Destruction Princess,0,23,3,MANGA
Mayonaka wa Dame yo,0,5,1,MANGA
Shinkon Gokko de Aishite♥,0,1,0,ONE_SHOT
Last Menhealer,0,14,2,MANGA
Jigoku Shoujo R,0,0,11,MANGA
Ousama no Koiasobi,0,11,2,MANGA
Ghost Hound: Another Side,0,0,2,MANGA
Knights,0,25,5,MANGA
Bokura wa Dokonimo Hirakanai,0,9,1,NOVEL
Mobile Suit Gundam Wing: Episode Zero,0,8,1,MANGA
Manga de Yomu Jinsei ga Tokimeki Katazuke no Mahou,0,10,1,MANGA
Roid,0,12,2,MANGA
Warau Ishi,0,15,3,MANGA
Phi Brain: Kami no Puzzle,0,0,2,MANGA
She's Gon,0,25,0,MANGA
Motekei Ouji no Renai Command,0,6,1,MANGA
Vampire Doll: Guilt-na-Zan,0,49,6,MANGA
Kemono-tachi no Yoru,0,26,6,MANGA
Aka to Kuro,0,14,2,MANGA
Chikutaku Bonbon,0,15,3,MANGA
Ao no Haha,0,19,4,MANGA
SSSS.GRIDMAN Comic Anthology SIDE: Shinjou Akane,0,17,1,MANGA
Katsugeki / Touken Ranbu,0,25,5,MANGA
Ninja Slayer,0,60,14,MANGA
Itoshi no Nina,0,29,4,MANGA
Amaenaide yo!!,0,42,7,MANGA
Himitsu Shoujo,0,6,1,MANGA
Hatsukoi Counter Attack,0,5,1,MANGA
Noririn,0,90,11,MANGA
ENT. Ore no Kagi ga Hazusareta K Noukai,0,25,4,MANGA
Kasane,0,17,2,MANGA
Ties of Compassion,0,121,0,MANGA
Captain Tsubasa International - Oversea Games in Calcio,0,24,2,MANGA
Kanchigai, Tokidoki Koi,0,6,1,MANGA
Shiritsu Hakanai Gakuen,0,24,5,MANGA
Accel World.,0,39,5,MANGA
Dark Arts Master: Kuroki Mahoutsukai,0,16,3,MANGA
Bokusatsu Tenshi Dokuro-chan,0,0,10,NOVEL
Hoshi no Yakata,0,25,5,MANGA
Akairo Kousaten,0,21,3,MANGA
Hatsu-koi ni Kiss,0,4,1,MANGA
Choujin Sensen,0,29,7,MANGA
Renai Kyoutei,0,1,0,ONE_SHOT
Boruto: Road to "B",0,1,0,ONE_SHOT
The Breaker,0,0,3,NOVEL
Yuuki Yuuna wa Yuusha-bu Shozoku,0,21,3,MANGA
Kono Subarashii Sekai ni Shukufuku wo! Yorimichi!,0,8,1,NOVEL
RideBack,0,0,10,MANGA
Okujou Fuukei,0,8,1,MANGA
Lover's Position,0,6,1,MANGA
Kagijin,0,1,0,ONE_SHOT
Bye-Bye Love-Letter,0,1,0,ONE_SHOT
Kimi to Watashi no Renai Soudan,0,1,0,ONE_SHOT
Inu to Tsubame,0,5,1,MANGA
Kiss to Koukai,0,5,1,MANGA
Godland Company,0,1,0,ONE_SHOT
Puzzle,0,1,0,ONE_SHOT
Sore wa Tabete wa Ikemasen,0,7,1,MANGA
Othello,0,5,1,MANGA
Taiyou to Tsuki no Ingaritsu,0,1,1,MANGA
Musuko ga Osewa ni Nattemasu!,0,8,1,MANGA
Love Kitchen,0,1,1,MANGA
Tora to Ookami,0,0,6,MANGA
Sweet My Sisters Pure Pure,0,1,0,ONE_SHOT
Kaitou! Pokémon 7,0,12,1,MANGA
Otome x Ranbu,0,5,1,MANGA
Fate/Stay Night DNA Comic Manga Anthology,0,0,0,MANGA
Ore no Tenshi wa Mayonaka Akuma,0,8,1,MANGA
Tango no Otoko,0,9,1,MANGA
Cock Robin wo Korosu no wa,0,14,3,MANGA
Shirogane no Ou,0,6,1,MANGA
Kaidan to Odorou, Soshite Anata wa Kaidan de Odoru,0,8,1,MANGA
Truth,0,1,0,ONE_SHOT
Fujimi Orchestra,0,5,1,MANGA
Guutara Renai no Seihou,0,6,1,MANGA
Ro-Kyu-Bu!,0,95,15,NOVEL
Durarara!! Gaiden!?,0,10,1,NOVEL
Imouto ga Dekimashita.,0,7,1,MANGA
Nights Before Night,0,8,1,MANGA
Akai Yuki,0,10,1,MANGA
Ekimae Hanayome,0,13,1,MANGA
Mote ne!?,0,8,1,MANGA
2-dome no Koi wa Usotsuki,0,27,5,MANGA
Neko no Yomeiri,0,5,1,MANGA
Billion Girl,0,36,10,MANGA
Osananajimi Rezu Giwaku,0,2,0,MANGA
Tomodachi to Koi no Mannaka,0,5,1,MANGA
Sweet Darling Doeeojwo,0,18,3,MANGA
Yarashikute Ijiwaru.,0,6,1,MANGA
Lucid Dream,0,9,0,MANGA
Tenshi-chan to Akuma-kun,0,18,3,MANGA
My Male Friend,0,89,0,MANGA
Renai Kowai,0,18,2,MANGA
Tomodachi Gokko,0,13,3,MANGA
3.11 wo Wasurenai Tame ni Heroes Comeback,0,9,1,MANGA
Rokujouma no Shinryakusha!?,0,30,5,MANGA
Soul Liquid Chambers,0,16,3,MANGA
Akuryou Series,0,49,8,NOVEL
Rurouni Kenshin: Voyage to the Moon World,0,19,1,NOVEL
Higouhou Junai,0,13,3,MANGA
Maid in Japan,0,0,4,MANGA
Kimi no Ai wa Mienikui,0,8,1,MANGA
Babel no Tegami,0,1,0,ONE_SHOT
Haru Koi,0,4,1,MANGA
Second Life,0,6,1,MANGA
Kimi Ga Kawaii Riyuu,0,2,0,MANGA
Junketsu Ningyo,0,8,1,MANGA
Dakishimete! Noir,0,6,1,MANGA
Summer Switch,0,1,0,ONE_SHOT
Junjou de Wagamama na Kare,0,6,1,MANGA
Before Daylight Love,0,7,1,MANGA
Akai Hanataba,0,6,1,MANGA
Shite, Okeba Yokatta Koukai,0,6,1,MANGA
Migite ni Juu, Hidarite ni Ai.,0,5,1,MANGA
Anata no Mune ni Kaeru Hi made,0,5,1,MANGA
Pink♥♥Innocent,0,10,3,MANGA
Affair,0,5,1,MANGA
Ero♥Meruhen: Yukionna,0,0,1,MANGA
Rengoku no Cartagra,0,10,2,MANGA
Meng Shen YouXi,0,37,0,MANGA
Kindaichi Shounen no Jikenbo - Case Series,0,81,10,MANGA
Koi no Mizu Kudasai,0,5,1,MANGA
Mai-Otome Arashi,0,7,1,MANGA
Princess Princess,0,7,1,MANGA
Harenchi Gakuen,0,0,13,MANGA
E's,0,83,16,MANGA
Kawaii Akuma,0,11,1,MANGA
Najeun Koseuro,0,63,0,MANGA
Eunsa,0,89,0,MANGA
Deokuui Yeoja,0,95,0,MANGA
Gate - Teikoku no Bara Kishidan - Pinya Co Lada 14-sai,0,14,2,MANGA
Yankee Nishimiya-san wa Choroi,0,15,1,MANGA
Cyborg Jiichan G,0,0,4,MANGA
Game x Rush,0,12,2,MANGA
Genei Musou,0,18,5,MANGA
Principle,0,6,1,MANGA
Kimi to dake wa Koi ni Ochinai,0,21,5,MANGA
Shuraba Maker,0,6,1,MANGA
Hatsukoi no Kanata,0,4,1,MANGA
Mimi yori Harmonia,0,24,3,MANGA
Dragon Crisis!,0,0,13,NOVEL
Play Zone - Nikushoku Kareshi to Kaikan Tenshi,0,9,1,MANGA
Houkago Love Age,0,5,1,MANGA
Soba ni Ite mo Iinda ze,0,3,0,MANGA
Tokyo Marble Chocolate,0,2,1,MANGA
Kedamono Damono,0,0,4,MANGA
Kitarubeki Sekai,0,50,2,MANGA
Love Knife,0,5,1,MANGA
Akatsuki!! Otokojuku: Seishen yo, Taishi no Dake,0,200,25,MANGA
Shinyaku Märchen,0,34,5,MANGA
Tsutaou,0,7,1,MANGA
Sensei no Kaban,0,19,2,MANGA
Devil Summoner: Kuzunoha Raidou Tai Kodoku no Marebito,0,34,6,MANGA
For You, My Beloved,0,1,0,ONE_SHOT
The End of Youth,0,6,1,MANGA
Himitsu no Yoasobi,0,8,1,MANGA
Take Over Zone,0,10,2,MANGA
Giniro no Kami no Arisa,0,4,1,MANGA
Restart,0,7,1,MANGA
Koi wa Keiyaku no Atode,0,5,1,MANGA
Soushoku Joushi no Otoshikata,0,5,1,MANGA
Electric Hands,0,5,1,MANGA
Spicy & Sugary,0,8,1,MANGA
Suki wo Choudai,0,4,1,MANGA
Koisuru Cupid,0,6,1,MANGA
Foo Fighter Fuji,0,1,0,ONE_SHOT
Skin and Bone,0,7,1,MANGA
Goshiki no Fune,0,8,1,MANGA
Alice in Wonderland,0,9,1,MANGA
Love Me Baby,0,5,1,MANGA
Kyuujitsu to Sato,0,1,1,MANGA
Nejimakiboshi to Aoi Sora,0,4,1,MANGA
Koi♥Mane,0,5,1,MANGA
Egao Futatsu,0,1,0,ONE_SHOT
Motto Oshiete,0,5,1,MANGA
Manjuu Kowai of the Dead,0,1,0,ONE_SHOT
Tsume to Toge,0,6,1,MANGA
17 Guyz,0,6,1,MANGA
I Don't Know What I Don't Know,0,1,0,ONE_SHOT
Freaks,0,1,0,ONE_SHOT
Boku no Chi de Yokereba,0,1,0,ONE_SHOT
Buchou ni Igen wa Arimasen,0,17,3,MANGA
Hataraku Saikin,0,0,7,MANGA
Zettai Kunshu Shoukougun,0,14,2,MANGA
Netsuai Nante Ariemasen!,0,7,1,MANGA
Para☆iso,0,55,2,MANGA
Higurashi no Naku Koro ni - Dai 1-wa: Onikakushi-hen,0,0,2,NOVEL
Heroines Game,0,21,3,MANGA
Yume Chu,0,15,4,MANGA
Adeyaka Prince,0,6,1,MANGA
S Love,0,10,2,MANGA
Onna Kishi-san, Jusco Ikou yo,0,13,2,MANGA
Dear Tear,0,5,1,MANGA
Sex,0,68,7,MANGA
Renka,0,3,1,MANGA
Shibariya Komachi,0,31,8,MANGA
Deadpool: Samurai,0,1,0,ONE_SHOT
Sweet Bitter,0,37,4,MANGA
Kouya no Koi,0,12,3,MANGA
Renai Kidou,0,7,1,MANGA
Keep Holding On,0,13,0,MANGA
Aoharu Cynical,0,6,1,MANGA
Tenchi Shinmei!,0,7,1,MANGA
Spectral Wizard,0,5,1,MANGA
Minus Ondo No Serenade,0,20,3,MANGA
Asatte no Houkou,0,29,5,MANGA
Moon Boy,0,50,9,MANGA
Minato Machi Neko Machi,0,18,3,MANGA
White Album 2,0,23,4,MANGA
Alice on Deadlines,0,19,4,MANGA
Youth Gone Wild,0,89,14,MANGA
Full House,0,122,16,MANGA
Life x 01,0,0,2,MANGA
Kindan no Koibito,0,5,1,MANGA
Sekirei: Kanojo no Inai 365-nichi no Koto,0,11,1,MANGA
Ichigeki Sacchuu!! Hoihoi-san,0,6,1,MANGA
Black Clover,0,1,0,ONE_SHOT
Goshujinsama wa Ouji ga wo Suki,0,7,1,MANGA
Aldnoah.Zero 2nd Season,0,12,5,MANGA
Setoutsumi,0,73,8,MANGA
Strike Witches Rei: 1937 Fusou Kaijihen,0,13,2,MANGA
Crows Gaiden: Katagiri Ken Monogatari,0,4,1,MANGA
Tokyo Mew Mew 2020 Re-turn,0,2,0,MANGA
Loveholic,0,12,2,MANGA
Byeog Neomeo Yeonghwagwan,0,4,0,MANGA
Sonyeon Deureun Mueoseur Hago Iss-eulkka,0,125,0,MANGA
Sensei wa Sadistic,0,5,1,MANGA
Mizu no Iro Gin no Tsuki,0,5,1,MANGA
Kusuriyubi Hime,0,5,1,MANGA
Last One,0,1,0,ONE_SHOT
Renai Zemi,0,6,1,MANGA
Kanchigai Musume to Buchigire Ouji,0,4,1,MANGA
Dear Green,0,8,1,MANGA
Bitansan Renai,0,5,1,MANGA
Dakedo Happy Paradise,0,9,2,MANGA
Yuugure no Machi,0,7,1,MANGA
Ubatte Agemasu,0,5,1,MANGA
Sensei, Kiss Shite Ii desu ka?,0,6,1,MANGA
Gon Selection,0,5,1,MANGA
Black Peach Flower,0,1,0,ONE_SHOT
Nemurenu Ou ni Sasagu Yogatari,0,5,1,MANGA
Sayonara Karada,0,1,0,ONE_SHOT
Tenshi no Wakemae,0,1,0,ONE_SHOT
Dr. Rabbit,0,1,0,ONE_SHOT
Ijimekko no Okada-kun,0,5,1,MANGA
Narcissus Tomo-chan,0,1,0,ONE_SHOT
Mukashi no Hanashi,0,7,1,MANGA
Nanako-san Teki na Nichijou RE,0,26,1,MANGA
Machi de Uwasa no Tengu no Ko,0,68,12,MANGA
Steins;Gate: Heni Kuukan no Octet,0,0,1,MANGA
Akai Hebi,0,1,1,MANGA
Suki, Kamo,0,6,1,MANGA
Hoero Pen,0,57,13,MANGA
Become Habituated to Kiss,0,75,15,MANGA
Princess Lover!,0,5,1,MANGA
Sensei Anone.,0,9,2,MANGA
Yugo,0,109,22,MANGA
#Killstagram,0,44,0,MANGA
Grimm no You na Monogatari - Snow White,0,12,1,MANGA
Dragon Quest: Emblem of Roto,0,86,21,MANGA
Tokyo Shounen Shoujo,0,20,5,MANGA
Dragon Kishidan,0,0,26,MANGA
Toukou Tochuu no Deaigashira no Guuzen Kiss wa Ariuru? Jikken,0,0,1,MANGA
Shousetsu Ban Medaka Box,0,0,2,NOVEL
Little Busters! Ecstasy,0,17,3,MANGA
Koharu Hiyori.,0,0,4,MANGA
Hoshi ni Naru Hi,0,6,1,MANGA
Utawarerumono,0,14,2,MANGA
Kajou Mousou Shounen,0,0,2,MANGA
Zetsubou Baby,0,9,2,MANGA
Kusakabe-san,0,1,0,ONE_SHOT
Shoki no Urasawa,0,27,1,MANGA
Konoyo no Hate Made I Love You,0,1,0,ONE_SHOT
Hakoniwa no Fräulein,0,19,3,MANGA
Sayuri,0,14,2,MANGA
